"site_no","Hylak_id","level_long_term_mean","level_long_term_mean_smooth","level_long_term_median","level_long_term_sd","level_2024_mean","level_2024_mean_smooth","level_2024_median","level_2024_sd","level_anomaly","level_anomaly_smooth","Lake_name","Country","Continent","Poly_src","Lake_type","Grand_id","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Elevation","Slope_100","Wshd_area","Pour_long","Pour_lat","ID","HYBAS_ID"
"000706",855,84.331734006734,84.3305050505051,83.84,3.72761082808019,79.2167647058824,79.2273529411765,78.435,1.63425216070752,-5.11496930085166,-5.10315210932858,"Falcon Reservoir","United States of America","North America","SWBD",2,1320,120.78,247.31,6.35,3920,3920,2,32.5,216.536,209.5,80,1.22,430278.8,-99.167708,26.561383,855,7020047840
"000728",9965,81.3985387323944,81.4065845070423,82.03,3.68724693022085,80.8805714285714,80.8874285714286,81.54,3.30588596548742,-0.517967303822942,-0.519155935613682,NA,"Ecuador","South America","SWBD",2,1984,82.8,525.63,16.29,6000,6000,2,72.5,180.216,385.3,79,2.28,4189.5,-79.748958,-0.922437,9965,6020029280
"000744",991,188.857421758569,188.819865871833,188.79,0.646913498153364,188.742727272727,188.758484848485,188.77,0.459240355963469,-0.114694485842023,-0.0613810233482468,"Todos los Santos","Chile","South America","SWBD",1,0,173.59,137.4,2.94,24923,0,3,143.6,141.807,2034.2,190,17.36,2192.5,-72.408823,-41.142967,991,6020021870
"000753",90,178.839682539683,178.837777777778,178.69,0.858521755103137,178.841944444444,178.833611111111,178.47,0.97241619380194,0.00226190476189458,-0.00416666666666288,"Argentino","Argentina","South America","SWBD",1,0,1319.94,687.14,5.34,219900,0,1,166.6,210.172,12109.8,179,-1,9811.2,-71.977997,-50.230352,90,6020017370
"000757",16471,116.455731559855,116.45823458283,117.93,4.16931112356033,118.886470588235,118.880294117647,118.88,0.249834883084218,2.4307390283804,2.42205953481755,"Narran","Australia","Oceania","SWBD",1,0,67.09,49.19,1.69,120.91,0,3,1.8,3.722,376,118,0.54,5471,147.282485,-29.852083,16471,5020049720
"000775",902,32.2093408360129,32.2341639871383,32.39,3.50068841395038,30.4262857142857,30.432,32.27,3.92010060323658,-1.78305512172715,-1.80216398713826,"Tefe","Brazil","South America","SWBD",1,0,253.27,270.63,4.8,4425.3,0,3,17.5,1189.744,43.1,24,2.54,24360.1,-64.694549,-3.339248,902,6020006540
"000781",904,25.0677279305355,25.0852098408104,25.53,3.74277195827745,23.1494285714286,23.1151428571429,24.27,3.90235897198329,-1.91829935910688,-1.97006698366756,"Badajos","Brazil","South America","SWBD",1,0,159.74,199.42,4.45,2843.45,0,3,17.8,257.747,127.7,17,2.87,6246.5,-62.678727,-3.417869,904,6020006540
"000786",10110,145.682198697068,145.666986970684,147.83,6.09925568851887,151.988235294118,151.980588235294,151.985,1.00190869537503,6.30603659704926,6.31360126461007,"Araras","Brazil","South America","SWBD",2,2467,45,147.91,6.22,1000,1000,2,22.2,11.57,1000.4,147,1.12,3590.8,-40.448071,-4.211519,10110,6020008320
"000798",946,383.748504155125,383.761662049862,383.97,0.980668128601572,383.386764705882,383.414705882353,383.33,0.563827399918088,-0.361739449242293,-0.346956167508552,"Promissao Reservoir","Brazil","South America","SWBD",2,2397,511.18,884.41,11.03,7408,7408,2,14.5,836.99,102.4,379,-1,56078.4,-49.780896,-21.298021,946,6020014330
"000809",1169,87.9976031434185,88.0402357563851,88.23,1.08581718911568,87.3591428571429,87.3585714285714,87.23,1.2913977184535,-0.638460286275617,-0.68166432781365,"Votkinsk Reservoir","Russia","Europe","SWBD",2,4624,841.72,634.53,6.17,9400,9400,2,11.2,1745.424,62.3,84,-1,182789.1,54.085518,56.794314,1169,2020065840
"000810",106,106.821678832117,106.912104622871,107.495,2.00842751926377,105.722432432432,106.00972972973,106.06,2.06673307071464,-1.09924639968436,-0.902374893141314,"Kama Reservoir","Russia","Europe","GRanD",2,4623,1584.87,1457.15,10.33,12200,12200,2,7.7,1633.77,86.4,104,-1,166876.3,56.339502,58.115984,106,2020065840
"000845",1186,116.141839258114,116.146367851623,116.17,0.224811277174788,116.141764705882,116.127058823529,116.21,0.195455498899137,-7.45522320215741e-05,-0.0193090280934598,"Sniardwy","Poland","Europe","SWBD",1,0,120.06,166.86,4.3,1874.85,0,3,15.6,15.034,1443.4,112,2.74,2513.7,21.773049,53.685712,1186,2020024230
"000862",14549,281.331423290203,281.329519408503,281.33,3.28655955540659,282.336764705882,282.324705882353,283.1,3.7447561077586,1.00534141567903,0.99518647385014,"Voivis","Greece","Europe","SWBD",2,4009,56.22,85.83,3.23,2244,2244,2,39.9,53.258,487.7,277,5.19,5844,22.100461,40.300926,14549,2020000010
"000873",129,15.9022306717364,15.9077566539924,15.87,0.27697439366001,6.07333333333333,6.10583333333333,6.18,0.883295776380386,-9.82889733840304,-9.80192332065906,"Kakhovka Reservoir","Ukraine","Europe","SWBD",2,4376,2092.3,978.3,6.03,18180,18180,2,8.7,1499.857,140.3,13,-1,487441.1,33.372917,46.78125,129,2020003440
"000948",1096,120.543959243086,120.540975254731,120.57,0.402924134788128,120.375454545455,120.394545454545,120.36,0.324664162145775,-0.168504697631334,-0.14642980018526,"Ondozero","Russia","Europe","Other",2,4353,187.19,170.01,3.51,1090,1090,2,5.8,10.125,1246,100,2.04,1050.2,33.313583,63.896801,1096,2020033490
"000953",101,113.379358717435,113.381883767535,113.42,0.226553515888419,113.314444444444,113.31,113.375,0.287714585204996,-0.0649142729904213,-0.0718837675350699,"Beloye","Russia","Europe","MODIS",1,0,1182.4,228,1.87,5200,0,1,4.4,86.766,693.6,98,-1,13589.2,38.101519,60.043396,101,2020065840
"000958",1504,101.280230769231,101.304173076923,101.16,2.86203619806798,103.723548387097,103.820967741935,103.95,2.12766624636337,2.443317617866,2.5167946650124,"Ukal","India","Asia","SWBD",2,4739,370.3,525.34,7.7,8510,8510,2,23,419.09,235,96,1.81,62343.6,73.597917,21.25625,1504,4020024190
"000980",1528,141.224820143885,141.227208633094,141.21,1.36135567312804,141.244571428571,141.239714285714,141.17,1.02270789014822,0.0197512846865209,0.0125056526207743,"Noi","Thailand","Asia","SWBD",2,5796,235.58,355.1,6.53,1966,1966,2,8.3,69.641,326.7,141,1.93,2051,105.430544,15.205083,1528,4020015090
"001025",270,197.572606177606,197.571003861004,197.56,0.400486603586544,197.287741935484,197.298064516129,197.29,0.222915674301881,-0.284864242122325,-0.272939344874857,"Hardish","Canada","North America","CanVec",1,0,384.88,1027.37,14.77,10351.8,0,3,26.9,60.588,1977.5,186,3.35,16707.1,-117.835417,64.820566,270,8020008900
"001031",290,365.792025157233,365.787383647799,365.79,0.44606767666161,365.6909375,365.68625,365.825,0.462799053272239,-0.101087657232711,-0.101133647798747,"Aylmer","Canada","North America","CanVec",1,0,800.94,1089.95,10.86,15765.95,0,1,19.7,194.418,938.6,355,-1,40140.4,-107.936388,64.074333,290,8020008900
"001053",273,75.5724651810585,75.5318105849582,75.395,1.21453961100816,76.2011764705882,76.0823529411765,76.065,1.24612068267613,0.628711289529747,0.550542356218244,"Schultz","Canada","North America","CanVec",1,0,411.08,521.15,7.25,9335.12,0,3,22.7,925.188,116.8,59,2.85,156036.8,-97.020455,64.785764,273,8020010700
"001063",382,4.59369434416366,4.59107099879663,4.56,0.435688567842554,4.72428571428571,4.722,4.72,0.162485939921794,0.130591370122056,0.13092900120337,"Nunavakpak Lake","United States of America","North America","NHD",1,0,135.85,55.03,1.33,298.4,0,3,2.2,2.219,1556.4,7,0.48,181.6,-162.586458,60.838516,382,8020000010
"001072",426,247.307558528428,247.308929765886,247.29,0.459506390634936,247.353214285714,247.378928571429,247.44,0.434554293342541,0.0456557572861698,0.0699988055422693,"Kukaklek Lake","United States of America","North America","NHD",1,0,172.86,125.43,2.69,2818.16,0,3,16.3,28.559,1142.1,247,2.61,1201.9,-155.546827,59.135902,426,8020000010
"001081",291,239.40425831202,239.408644501279,239.52,0.464889286203006,239.431212121212,239.451515151515,239.43,0.188940426718276,0.0269538091916672,0.0428706502363525,"Keller","Canada","North America","CanVec",1,0,391.42,125.21,1.79,3127.48,0,3,8,6.082,5951.6,233,1.16,1579,-121.519014,64.055865,291,8020008900
"001106",467,423.110337078652,423.119438202247,423.15,0.323106808953634,422.857058823529,422.871176470588,422.93,0.217123472926221,-0.253278255122268,-0.248261731658943,"Wasekamio and Turnor","Canada","North America","CanVec",1,0,368.98,593.74,8.72,4734.14,0,3,12.8,4.113,13322,420,1.78,2952.3,-108.422146,56.614583,467,7020021430
"001118",309,109.244959481361,108.953306320908,108.22,2.94953183165617,108.5575,108.2290625,107.165,3.44990976974106,-0.687459481361415,-0.724243820907617,"Ford","Canada","North America","CanVec",1,0,265.7,458.2,7.93,3394.25,0,3,12.8,329.941,119.1,80,1.91,56030.1,-97.19499,63.5906,309,8020010700
"001121",345,285.902748201439,285.910877697842,285.97,0.577834887288075,285.848620689655,285.799655172414,285.88,0.499426271821204,-0.0541275117836904,-0.111222525427934,"Carey","Canada","North America","CanVec",1,0,250.73,409.65,7.3,3024.36,0,3,12.1,144.884,241.6,265,1.84,26251.3,-102.915625,62.297037,345,8020010700
"001155",40,665.783339253996,665.80973357016,665.86,3.70626139486284,663.815588235294,663.777058823529,664.32,2.09999883286616,-1.9677510187023,-2.03267474663051,"Williston","Canada","North America","CanVec",2,6,1718.79,1557.51,10.6,74300,74300,2,43.2,1167.451,736.6,659,-1,71707,-122.197841,56.018963,40,8020008900
"001161",536,598.760525624179,598.770709592641,598.8,0.308669022515962,598.563235294118,598.589411764706,598.6,0.253266186335293,-0.197290330061037,-0.181297827935396,"Primrose","Canada","North America","CanVec",1,0,436.35,237.11,3.2,4275.35,0,3,9.8,3.915,12639.4,595,1.35,3378.7,-109.694576,54.843551,536,7020021430
"001168",643,553.992582025678,553.995706134094,554.24,1.86299644449224,553.746388888889,553.740833333333,554.035,1.32037257248048,-0.246193136788747,-0.254872800760836,"Diefenbaker","Canada","North America","CanVec",2,253,391.72,750.71,10.7,9870,9870,2,25.2,262.165,435.7,551,2.99,118913.8,-106.864575,51.268741,643,7020021430
"001172",589,313.396157024793,313.402575757576,313.52,0.480692285397051,313.741764705882,313.747647058824,313.76,0.155884000933001,0.34560768108895,0.345071301247799,"Tobin","Canada","North America","CanVec",2,710,261.09,239.43,4.18,2200,2200,2,8.4,491.746,51.8,309,3.15,256243.5,-103.402193,53.659367,589,7020021430
"001207",604,274.588990147783,274.584729064039,274.55,0.318531951450979,274.512352941176,274.483529411765,274.46,0.285763823054716,-0.0766372066067902,-0.101199652274715,"Sandy","Canada","North America","CanVec",1,0,483.51,821.85,10.54,14487.9,0,3,30,112.37,1492.2,272,3.49,22439.5,-92.551042,53.087669,604,7020021430
"001238",623,213.819237012987,213.787435064935,213.88,1.36540231505036,214.88,214.899444444444,214.94,0.862057339823086,1.06076298701299,1.11200937950937,"Opinaca Reservoir","Canada","North America","Other",2,1397,929.1,1973.33,18.26,8490,8490,2,9.1,955.729,102.8,210,-1,40948.8,-76.583851,52.211505,623,7020024600
"001240",46,174.559648241206,174.566901172529,174.69,0.887574957729399,174.853225806452,174.811612903226,174.97,0.532574796604657,0.293577565245585,0.24471173069648,"Robert Bourassa Reservoir","Canada","North America","CanVec",2,1394,2758.99,4677.51,25.12,61720,61720,2,22.4,1825.424,391.3,170,-1,94256.6,-77.451463,53.784788,46,7020024600
"001241",47,252.820993150685,252.821073059361,253.325,2.42985733524981,252.341764705882,252.347352941176,252.355,1.68188291054318,-0.479228444802573,-0.473720118184275,"La Grande 3 Reservoir","Canada","North America","Other",2,1396,2401.01,3575.78,20.59,60020,60020,2,25,1223.129,567.9,250,-1,62404.7,-75.963448,53.729265,47,7020024600
"001259",717,324.17796875,324.150089285714,324.42,1.56597208523274,324.656451612903,324.542580645161,324.81,1.16834512134927,0.478482862903206,0.392491359446979,"Victoria","Canada","North America","CanVec",2,2353,153.24,346.57,7.9,6300,6300,2,41.1,40.044,1820.9,325,3.08,1029.1,-57.117708,48.355341,717,7020024600
"001262",839,49.5199857346648,49.4997146932953,49.64,1.27997539030882,50.2075,50.2227777777778,49.985,1.30933216346568,0.687514265335238,0.723063084482483,"Sam Rayburn Reservoir","United States of America","North America","SWBD",2,1275,380.2,481.6,6.97,7815.6,7815.6,2,20.6,88.498,1022.2,48,2.96,8970.7,-94.106215,31.064744,839,7020047840
"001285",9305,196.682269503546,196.67170212766,196.715,1.2981286538087,196.107714285714,196.087428571429,196.49,1.55141128485966,-0.574555217831829,-0.584273556231011,"Dale Hollow Lake","United States of America","North America","SWBD",2,1762,89.62,364.96,10.88,2104.3,2104.3,2,23.5,43.141,564.6,195,11.31,2408.3,-85.450254,36.538312,9305,7020046750
"001302",8866,29.3664110929853,29.359836867863,29.3,0.503439646616396,29.4529411764706,29.4538235294118,29.515,0.393889150779257,0.0865300834852718,0.0939866615487936,NA,"Canada","North America","CanVec",1,0,10.87,38.16,3.26,14.77,0,3,1.4,416.955,0.4,24,0.62,21665.7,-73.248571,45.229285,8866,7020024600
"001341",109,83.7066299212598,83.7165511811024,83.9,0.524907965541985,83.6797058823529,83.7214705882353,83.765,0.421681233147258,-0.0269240389068983,0.00491940713293104,"Gorkovsky Reservoir","Russia","Europe","SWBD",2,4363,1325.39,1779.29,13.79,8700,8700,2,6.6,1460.197,69,80,-1,230390.3,43.385169,56.665099,109,2020065840
"001372",520,186.717698309493,186.706228868661,186.69,0.966259450422604,186.200909090909,186.196060606061,186.2,0.361484470935159,-0.516789218583767,-0.51016826259999,"Sipiwesk","Canada","North America","Other",1,0,514,1602.76,19.94,4633.95,0,1,9,2436.855,22,185,-1,944137.6,-97.228677,55.21963,520,7020021430
"001376",116,51.4366703910615,51.4486927374302,51.74,1.35535943281894,51.9051428571429,51.9222857142857,52.1,0.963536291415092,0.468472466081401,0.473592976855549,"Kuybyshev Reservoir","Russia","Europe","SWBD",2,4628,5060.1,2945.28,11.68,58000,58000,2,11.5,7739.459,86.7,45,-1,1205909,49.496391,53.458111,116,2020065840
"001377",126,14.9607860262009,14.9766375545852,14.97,0.383719664180875,15.0093939393939,15.0324242424242,14.96,0.282100817460923,0.0486079131930666,0.05578668783909,"Volgograd Reservoir","Russia","Europe","SWBD",2,4372,2613.38,2559.64,14.12,31500,31500,2,12.1,8230,44.3,8,-1,1359295,44.68125,48.827083,126,2020065840
"001378",113,112.87006006006,112.924249249249,113.25,1.1671346557523,112.875142857143,112.835428571429,113.4,1.09305931013014,0.00508279708280668,-0.0888206778206637,"Novosibirskoye","Russia","Europe","SWBD",2,4785,1024.14,758.63,6.69,8800,8800,2,8.6,1627.633,62.6,106,-1,228515.2,83.001042,54.842791,113,3020000010
"001386",442,34.7400602409639,34.7322590361446,34.75,0.826997259765204,34.9,34.9203846153846,34.77,0.791949493339065,0.159939759036142,0.188125579240037,"Lake Grosvenor","United States of America","North America","NHD",1,0,105.99,136.54,3.74,4344.4,0,3,41,28.177,1784.5,34,6.53,1536.1,-155.040882,58.608677,442,8020000010
"001416",1223,91.3279385403329,91.3769910371319,91.48,0.543484225999407,91.5063888888889,91.5794444444444,91.625,0.417346397939429,0.178450348555984,0.202453407312561,NA,"Ukraine","Europe","SWBD",2,4369,470.09,523.3,6.81,2480,2480,2,5.3,1515.791,18.9,87,2.71,342555.4,31.475568,49.770453,1223,2020003440
"001418",698,433.068798370672,433.089898167006,433.6,4.15392953646984,430.436666666667,430.476666666667,430.4,3.97842312665617,-2.63213170400542,-2.6132315003394,"Arrow","Canada","North America","CanVec",2,282,510.05,586.78,7.33,11300,11300,2,22.2,1128.258,115.9,429,-1,36413.2,-117.774543,49.342295,698,7020014250
"001419",930,642.868599439776,642.994537815126,642.65,9.14775205697238,648.471621621622,648.445945945946,651.43,5.85132677903697,5.60302218184563,5.45140813081991,NA,"Brazil","South America","SWBD",2,2377,206.21,573.95,11.28,17590,17590,2,85.3,351.146,579.8,633,3.92,29099.5,-47.984377,-18.446974,930,6020014330
"001421",117481,10.7592857142857,10.7819642857143,11.065,2.314390366322,9.34970588235294,9.35794117647059,9.34,2.14440142851823,-1.40957983193277,-1.4240231092437,NA,"Brazil","South America","SWBD",1,0,5.63,10.05,1.2,7.13,0,3,1.3,0.626,131.8,2,0.36,18,-56.555558,-2.36843,117481,6020006540
"001422",929,509.350647482014,509.501600719424,509.75,5.39864166548067,513.07027027027,513.114864864865,514.58,3.61620464520968,3.71962278825589,3.61326414544044,NA,"Brazil","South America","SWBD",2,2376,333.17,859.37,13.28,17000,17000,2,51,1148.952,171.3,504,2.96,94788.5,-49.096387,-18.407776,929,6020014330
"001426",629,518.769910600255,518.779680715198,518.62,1.31807069235824,519.396857142857,519.414571428571,519.47,0.250584862091148,0.626946542601672,0.634890713373466,NA,"Canada","North America","SWBD",1,0,154.47,63.92,1.45,479.25,0,3,3.1,7.716,718.9,513,0.63,4572.7,-104.17926,51.918588,629,7020021430
"001431",16412,1699.81591981132,1699.83721698113,1700.91,3.37467205000593,1701.46771428571,1701.58542857143,1701.69,0.660913297305033,1.65179447439345,1.74821159029648,NA,"South Africa","Africa","SWBD",2,4212,63.81,99.99,3.53,2620,2620,2,41.1,1.021,29700.4,1700,6.71,193.6,29.019792,-28.390297,16412,1020011530
"001439",1554,370.572947154472,370.692073170732,370.83,7.4433327547692,370.236111111111,370.251111111111,367.96,7.15141875145975,-0.336836043360449,-0.440962059620574,NA,"Nigeria","Africa","SWBD",2,3638,271.12,457.91,7.84,7000,7000,2,25.8,314.668,257.5,372,2.42,34798.5,6.836488,9.971462,1554,1020021940
"001440",1692,0.900753205128205,0.906169871794872,1.075,0.506938606927469,1.19277777777778,1.18638888888889,1.2,0.0986657014109799,0.292024572649573,0.280219017094017,"Alexandrina","Australia","Oceania","Other",1,0,862.54,403.95,3.88,480,0,1,0.6,0.727,7641.8,0,-1,2096.4,139.371023,-35.449689,1692,5020049720
"001442",130,41.9921627647715,41.994381270903,42.27,0.795533853378295,41.6374285714286,41.6311428571429,41.65,0.191024218623819,-0.354734193342885,-0.363238413760158,"Small Aral Sea","Kazakhstan","Asia","SWBD",1,0,2964.43,489.88,2.54,79447.53,0,1,26.8,362.486,2536.7,39,-1,325885.8,60.952083,46.335417,130,4020050220
"001446",986,585.289438943894,585.325082508251,586.72,5.14005315746396,586.244285714286,586.392,585.96,3.18425749560542,0.954846770391327,1.06691749174922,NA,"Argentina","South America","SWBD",2,2345,230.77,426.21,7.91,12400,12400,2,53.7,664.932,215.8,577,6.52,33304.5,-69.989287,-40.191176,986,6020017370
"001450",1337,686.322901234568,686.301882716049,687.11,4.37053569900283,689.390571428571,689.316571428571,689.51,0.875573569513293,3.06767019400354,3.01468871252212,NA,"Turkey","Asia","SWBD",2,4431,194.88,381.59,7.71,9580,9580,2,49.2,672.268,164.9,675,8.98,79632.6,39.136667,38.228336,1337,2020071190
"001458",1612,696.014967637541,696.180080906149,696.395,3.62531484115412,700.330588235294,700.478823529412,700.705,1.93030526895944,4.31562059775365,4.29874262326291,NA,"United Republic of Tanzania","Africa","SWBD",2,4501,443.68,221.14,2.96,3200,3200,2,7.2,103.314,358.5,698,1.31,69839.8,35.984917,-7.136711,1612,1020000010
"001462",118,28.3317002881844,28.3384149855908,28.345,0.294391523175627,28.4755882352941,28.4535294117647,28.465,0.183553991338204,0.143887947109679,0.115114426173928,"Saratov Reservoir","Russia","Europe","SWBD",2,4629,1073.41,812.9,7,12900,12900,2,12,8035.998,18.6,23,-1,1289567,47.757833,52.053704,118,2020065840
"001465",65,490.355740740741,490.306882716049,490.3,1.62091489112764,487.940909090909,487.819393939394,488.04,1.12720717826283,-2.41483164983163,-2.48748877665543,"Oahe","United States of America","North America","SWBD",2,870,1092.54,1675.27,14.3,29110,29110,2,26.6,965.451,349,486,-1,612788.4,-100.39797,44.456316,65,7020046750
"001470",16636,276.805011037528,276.821832229581,278.84,9.42887718952727,286.713714285714,286.686,286.68,1.24734090277321,9.90870324818667,9.86416777041944,"Eildon","Australia","Oceania","SWBD",2,6653,43.45,144.61,6.19,3390,3390,2,78,46.521,843.4,260,7.04,3881,145.927083,-37.21875,16636,5020049720
"001479",931,398.113752417795,398.148239845261,398.44,2.32649773393961,397.926176470588,397.987058823529,398.05,1.37838072478539,-0.18757594720671,-0.161181021731693,"Sao Simao Reservoir","Brazil","South America","SWBD",2,2380,583.59,946.93,11.06,12540,12540,2,21.5,2111.264,68.7,399,-1,171680.3,-50.499679,-19.017154,931,6020014330
"001490",585,375.735796875,375.768484375,376.33,1.69168175417946,376.75,376.688571428571,376.89,0.701854685814661,1.01420312499999,0.920087053571422,"La Grande 4 Reservoir","Canada","North America","CanVec",2,1999,805.72,1523.88,15.14,19530,19530,2,24.2,716.494,315.5,372,-1,34525.2,-73.462687,53.886767,585,7020024600
"001493",724,388.67050955414,388.796199575372,390.31,4.47484460153503,391.185294117647,391.192352941176,391.17,0.944073171580303,2.51478456350691,2.39615336580493,"Franklin D. Roosevelt","United States of America","North America","SWBD",2,310,269.2,495.24,8.51,6395.6,6395.6,2,23.8,3166.706,23.4,384,11.43,194674.4,-118.98095,47.954652,724,7020014250
"001500",1524,265.668081841432,265.643810741688,266.41,3.07807859706263,265.827666666667,265.604666666667,266.4,3.46209392821976,0.159584825234447,-0.0391440750212837,"Srisailam Reservoir","India","Asia","GRanD",2,4991,536.42,609.94,7.43,8722,8722,2,16.3,1703.57,59.3,263,-1,210924.9,78.896129,16.087911,1524,4020024190
"001501",1579,0.52928716904277,0.519775967413442,0.51,0.28432106926302,0.614444444444444,0.608611111111111,0.605,0.211098412316483,0.0851572754016746,0.0888351436976691,NA,"Ivory Coast","Africa","SWBD",1,0,406.19,296.11,4.14,7606.93,0,3,18.7,318.544,276.4,0,2.41,28153.1,-3.279745,5.149713,1579,1020021940
"001504",1574,711.174720394737,711.188289473684,711.815,3.78921789352257,709.45935483871,709.496129032258,709.73,3.28802771225534,-1.71536555602711,-1.69216044142615,NA,"Cameroon","Africa","SWBD",2,3670,163.86,829.89,18.29,3300,3300,2,20.1,49.142,777.2,714,1.44,2356.2,11.299545,6.04121,1574,1020018110
"001516",628,738.504040590406,738.471143911439,738.535,10.2148563341884,737.808857142857,737.757714285714,738.11,8.73714308247824,-0.695183447548743,-0.713429625724757,"Kinbasket","Canada","North America","CanVec",2,250,419.13,682.23,9.4,25000,25000,2,59.6,571.464,506.3,729,19.9,20975.7,-118.569792,52.077993,628,7020014250
"001533",1297,252.522175379427,252.51586846543,252.25,5.28946465221462,259.041714285714,258.810285714286,258.54,2.14369456466042,6.51953890628766,6.29441724885569,NA,"China","Asia","SWBD",2,5838,193.3,644.71,13.08,9170,9170,2,47.4,377.814,280.9,243,7.3,42874.9,126.686668,43.717337,1297,4020000010
"001534",1355,314.205743348983,314.225023474178,314.36,7.52602383935759,316.32,316.300277777778,317.68,8.34140138962615,2.11425665101723,2.07525430359937,NA,"Iraq","Asia","GRanD",2,4461,346.9,233.07,3.53,12500,12500,2,36,776.235,186.4,307,3.76,50755.1,42.828606,36.628982,1355,2020071190
"001550",10243,273.544144427002,273.51885400314,284.26,21.7330061370417,283.135142857143,283.239714285714,283.18,0.829547613882096,9.59099843014127,9.72086028257456,NA,"Brazil","South America","SWBD",2,2369,49.39,156.85,6.3,2600,2600,2,52.6,140.126,214.8,258,2.07,9366.8,-55.783711,-14.87336,10243,6020014330
"001551",957,324.36700280112,324.370700280112,324.82,2.48009519400777,324.739375,324.8215625,324.915,0.788059836847182,0.372372198879532,0.450862219887938,NA,"Brazil","South America","SWBD",2,2436,115.13,412.8,10.85,3573,3573,2,31,1374.042,30.1,326,8.14,57095.9,-53.488542,-25.542197,957,6020014330
"001555",954,706.789231950845,706.805299539171,706.75,4.72752493643107,712.211621621622,712.200540540541,712.19,1.75508390668923,5.42238967077674,5.3952410013701,"Paraibuna","Brazil","South America","SWBD",2,2416,104.9,735.25,20.25,4732,4732,2,45.1,49.597,1104.3,712,7.55,2673.4,-45.659031,-23.365001,954,6020008320
"001560",448,259.124,258.9936,259.285,1.40207005724903,259.859411764706,259.567647058824,259.57,0.662254393985381,0.735411764705873,0.57404705882351,NA,"Canada","North America","CanVec",3,701,124.65,323.15,8.16,790,790,2,6.3,18.85,485.1,258,1.04,3682.3,-96.991457,58.282178,448,7020021430
"001570",1318,97.7797750865052,97.6529584775086,96.395,10.8110278339423,117.098857142857,117.135142857143,116.86,3.58404205876432,19.3190820563519,19.4821843796342,NA,"China","Asia","GRanD",2,5902,284.53,534.79,8.94,14700,14700,2,51.7,527.585,322.5,80,12.3,53089.3,124.966211,40.462665,1318,4020000010
